id,word,definition,tags
372,utluting,Uttrekking av løselige stoffer i væske tilsatt lut eller andre løsemidler,obskur;bm;subst
373,atgeir,"Om norrøne forhold: spyd, særlig til å stikke med",obskur;bm;subst
374,auskultere,Undersøke pasient ved å lytte på hjerte og lunger,obskur;bm;verb
375,sjeide,Skille ut malm fra stein,obskur;bm;verb
376,endestev,Siste del av omkved i (tolinjet) folkevisestrofe,obskur;bm;subst
377,blyerts,Malm som inneholder bly,obskur;bm;subst
378,oganesson,"Kunstig framstilt, radioaktivt grunnstoff med atomnummer 118",obskur;bm;subst
379,ensyklopedi,Generell og sammenfattende framstilling av menneskelig viten,obskur;bm;subst
380,dobbeltbekkasin,Gråhvit vadefugl i snipefamilie med svartaktige tverrstriper,obskur;bm;subst
381,somatiker,Lege som beskjeftiger seg med kroppslige sykdommer,obskur;bm;subst
382,tjone,Stelle med eller for dyr,obskur;bm;verb
383,strangulere,Kvele (ved utvendig trykk på halsen),obskur;bm;verb
384,ledningsvev,I botanikk: vev der vannløselige stoffer blir ført fra én plantedel til en annen,obskur;bm;subst
385,korsbror,Medlem av domkapittel,obskur;bm;subst
386,ballottere,"Foreta hemmelig avstemning, opprinnelig med svarte og hvite kuler, nå med stemmesedler",obskur;bm;verb
387,glidelyd,I språkvitenskap: overgangslyd mellom to språklyder,obskur;bm;subst
388,resorpsjon,Oppsuging (av næringsstoffer fra fordøyelseskanalen),obskur;bm;subst
389,heksaeder,Geometrisk legeme som er begrenset av seks flater,obskur;bm;subst
390,haldar,Reinsbukk som i paringstiden er leder for en flokk med simler og ungbukker,obskur;bm;subst
391,sexdebutere,Ha sitt første samleie,obskur;bm;verb
392,priar,"Kort tau på et råseil, brukt til å stramme seilet",obskur;bm;subst
393,sanikkel,"Plante i skjermplantefamilie med glatte blader og små, grønnhvite blomster",obskur;bm;subst
394,populas,"Oftest i bestemt form entall: masse, mobb",obskur;bm;subst
395,tribalisme,Det å identifisere seg med og gi fordeler til egen folkegruppe,obskur;bm;subst
396,imperfektiv,Om verbalform (særlig i slaviske språk): som uttrykker en uavsluttet handling,obskur;bm;adj
397,totid,I bestemt form entall: tiden rundt klokka to,obskur;bm;subst
398,skallmur,Ytre mur som dekker en eksisterende mur,obskur;bm;subst
399,kordialitet,Det å være hjertelig,obskur;bm;subst
400,kausativ,I språkvitenskap: som uttrykker et årsaksforhold,obskur;bm;adj
401,innlyd,I språkvitenskap: (stilling til) lyd inne i et ord,obskur;bm;subst
402,einslig,Som det bare er én av,obskur;bm;adj
403,blakre,"Om ild, lys: brenne urolig",obskur;bm;verb
404,kandisere,Gjennomsukre og helkonservere,obskur;bm;verb
405,tilror,Vei ut til en fiskeplass,obskur;bm;subst
406,heppen,"Heldig, som har lykken med seg",obskur;bm;adj
407,changere,"I ridning: få en hest over fra høyre galopp til venstre og omvendt, eller fra én sidebøyning til den motsatte",obskur;bm;verb
408,utseglet,Som er seilt til ende,obskur;bm;adj
409,krakke,Spalte molekyler i olje og gass til lettere produkter,obskur;bm;verb
411,hitre,Som ligger nærmest hit,obskur;bm;adj
412,rhenium,Platinalignende og hardt metallisk grunnstoff med atomnummer 75,obskur;bm;subst
413,svange,"Bukside, særlig på husdyr",obskur;bm;subst
414,kriminalistikk,Lære om midlene til å granske forbrytelser,obskur;bm;subst
415,keiket,"Om person: vrien, vrang",obskur;bm;adj
416,kopal,Halvfossil harpiks som ligner rav,obskur;bm;subst
417,kallsfelle,(geistlig) kollega i samme embete,obskur;bm;subst
418,intransitiv,"I grammatikk, om verb: som ikke tar objekt",obskur;bm;adj
419,preseptor,Om eldre forhold: privatlærer,obskur;bm;subst
420,centesimo,I Panama og Uruguay og tidligere i Italia: skillemynt verdt en hundredel av hovedmynten,obskur;bm;subst
421,pretor,Høy embetsmann i rettsvesenet i det gamle Roma,obskur;bm;subst
422,oppslutte,I kjemi: overføre et uløselig eller tungt løselig stoff til løselig form,obskur;bm;verb
423,klatrefot,Fot hos fugl med to tær framover og to bakover,obskur;bm;subst
424,rapsode,Sanger som framførte episke heltedikt i det gamle Hellas,obskur;bm;subst
425,francium,"Radioaktivt, metallisk og svært reaktivt grunnstoff med atomnummer 87",obskur;bm;subst
426,hynne,"Lang, flat benkepute",obskur;bm;subst
427,overlangsyn,Tilstand der brennpunktet for parallelle innfallsstråler i øyet ligger bak netthinna,obskur;bm;subst
428,skismatiker,Person som bryter med kirkesamfunnet sitt for å danne eller gå over til en ny sekt,obskur;bm;subst
429,novasjon,"Nydannelse, fornyelse",obskur;bm;subst
430,annuum,Årlig bevilgning til en institusjon eller lignende,obskur;bm;subst
431,kjertelys,Stort talglys eller vokslys,obskur;bm;subst
432,bustyrer,Person som forvalter et konkursbo eller et dødsbo,obskur;bm;subst
433,reserbil,"Bil med lavt tyngdepunkt som kan kjøre svært fort, og som kan brukes til konkurranser og  race",obskur;bm;subst
434,nereide,I gresk mytologi: nymfe som holder til i havet,obskur;bm;subst
435,kamformet,Som minner om en kam,obskur;bm;adj
436,genuafokk,Trekantet forseil som nyttes når en seiler tvers av vinden,obskur;bm;subst
437,regest,"Kort sammendrag av innholdet i et dokument, med opplysninger om datering, utgivelsessted osv.",obskur;bm;subst
438,osteoplastikk,"Operasjon i skjelettet, for eksempel for å fylle en knokkeldefekt med nytt, friskt beinvev",obskur;bm;subst
439,pentaeder,Geometrisk legeme avgrenset av fem flater,obskur;bm;subst
440,agrafi,Tap av skriveevnen hos en tidligere skrivefør person,obskur;bm;subst
441,kallus,I medisin: nylaget (bein)vev etter skader,obskur;bm;subst
442,supraledning,Det at den elektriske motstanden i visse stoffer blir tilnærmet lik 0 ved temperaturer nær absolutt nullpunkt,obskur;bm;subst
443,syvendedels,Som svarer til en sjudel,obskur;bm;adj
444,egdsk,Som gjelder Agder og egd,obskur;bm;adj
446,avleiingsending,"I språkvitenskap: endelse, suffiks som danner nye ord",obskur;bm;subst
447,markisett,"Lett, tynt gardinstoff med mønster",obskur;bm;subst
448,palpasjon,Medisinsk undersøkelse som består i å føle med hendene på pasientens kropp,obskur;bm;subst
449,symbel,Hakkebrett med klaviatur,obskur;bm;subst
450,vakuummeter,Apparat til å måle svært lave trykk med,obskur;bm;subst
451,applikatur,I musikk: fingersetning,obskur;bm;subst
452,skvettpuss,Velling av sement og skarp grus som kastes på mur,obskur;bm;subst
453,vadderot,"Plante i klokkefamilien med gulaktige blomster i aks, Phyteuma spicatum",obskur;bm;subst
454,villskott,"Uønsket skudd på frukttre, prydbusk eller lignende",obskur;bm;subst
455,utsjasket,Ødelagt ved behandling eller bruk,obskur;bm;adj
456,brottstykke,"Løsrevet, mindre del av noe",obskur;bm;subst
457,omdreiing,Rotasjon helt rundt til utgangspunktet,obskur;bm;subst
458,preeksistens,I religiøst språk: tidligere tilværelse,obskur;bm;subst
459,holkil,Hul profil på gesimser og listverk,obskur;bm;subst
460,overhedd,"Faste, generelle kostnader til en virksomhet, et prosjekt og lignende",obskur;bm;subst
461,haukeskjegg,Plante med gulblomstrete kurver i kurvplantefamilie,obskur;bm;subst
462,forhogning,Sperring som er laget av felte trær,obskur;bm;subst
463,grautskei,Skje til å ete grøt med,obskur;bm;subst
464,gingival,Som gjelder tannkjøttet,obskur;bm;adj
465,virilisere,Gi hannlige kjønnskjennetegn,obskur;bm;verb
466,skinnegg,Egg som legges uten skall,obskur;bm;subst
467,prosaiker,"Tørr, fantasiløs person",obskur;bm;subst
468,agnat,"Slektning, etterkommer på mannssiden, farssiden",obskur;bm;subst
469,holmium,Mykt metallisk grunnstoff med atomnummer 67,obskur;bm;subst
470,galvanoskop,Instrument brukt for å registrere elektrisk strøm og å vise strømmens retning,obskur;bm;subst
471,innleiingsfase,Periode like etter at noe er satt i gang,obskur;bm;subst
472,horst,I geologi: del av jordskorpa som står igjen etter at terrenget omkring har sunket,obskur;bm;subst
473,hugnadsam,"Hyggelig, koselig, trivelig",obskur;bm;adj
474,daktyl,Versefot med én lang og to korte stavelser,obskur;bm;subst
475,selvoppgiving,Det å gi opp å holde seg oppe,obskur;bm;subst
477,anduve,"Om skip: nærme seg land for å få landkjenning, få vite hvor en er",obskur;bm;verb
478,landevegstraver,Person som er middels utrustet eller lite original,obskur;bm;subst
479,perkolator,I medisin: apparat til å sile ut virkestoff med,obskur;bm;subst
480,utegangssau,Sau som er ute hele året,obskur;bm;subst
482,holvene,Hver av de to store blodårene som samler blodet og leder det til høyre forkammer i hjertet,obskur;bm;subst
483,tuskete,"Nedslått, ute av humør",obskur;bm;adj
484,forkavd,Fylt av strev og mas,obskur;bm;adj
485,neurotiker,Person som har en nevrose,obskur;bm;subst
486,ionisasjon,Spalting i eller omdanning til ion,obskur;bm;subst
488,senehinne,Bunt av stramt bindevev,obskur;bm;subst
489,fyrspett,Verktøy til å rense en fyr med,obskur;bm;subst
490,granitol,"Sterkt og vanntett bokbinderlerret, særlig brukt til bibliotekbøker",obskur;bm;subst
491,ebonitt,Hardt brunsvart materiale laget av naturlig eller syntetisk gummi som er vulkanisere,obskur;bm;subst
492,smygstol,Tverrstilt lær- eller tøystropp til å smette reim eller belte gjennom,obskur;bm;subst
493,vortebiter,Grønnbrun gresshoppe med mørke flekker,obskur;bm;subst
494,fantord,"Ukvemsord, spydighet",obskur;bm;subst
495,kalvis,Drivende stykke av breis,obskur;bm;subst
496,grunnstokk,Bjelke som ligger nederst i en trekonstruksjon,obskur;bm;subst
497,mnemisk,Som har med hukommelsen å gjøre,obskur;bm;adj
498,honninggjemme,Beholder med nektar som fins hos blomster med insektpollinering,obskur;bm;subst
499,mussere,"Skumme, bruse, sprudle",obskur;bm;verb
500,klourt,Flerårig urt i leppeblomstfamilie,obskur;bm;subst
501,arkebusering,Henrettelse ved skyting,obskur;bm;subst
502,bladfaks,Plante i gressfamilie med brunaktige småaks,obskur;bm;subst
503,atlant,Søyle med form som en mann som bærer bjelkelag eller andre bygningsdeler,obskur;bm;subst
504,garne,Binde sammen (seil) med tynn tråd,obskur;bm;verb
505,takson,Gruppe av organismer som skiller seg fra andre grupper,obskur;bm;subst
506,xenofil,Som liker og beundrer alt fremmed eller utenlandsk,obskur;bm;adj
507,pluviometer,Instrument som registrerer nedbør automatisk,obskur;bm;subst
508,lyvesaga,Fortelling med oppdiktet handling og oppdiktede personer,obskur;bm;subst
509,nakensene,"I film, teater: scene der en opptrer uten klær",obskur;bm;subst
510,flygehud,Hos enkelte virveldyr: hudfold som er spent ut mellom lem og kropp og som kan brukes til å fly med,obskur;bm;subst
511,kimming,"Himmelrand, horisont",obskur;bm;subst
512,skulse,Gjøre opp et mellomværende,obskur;bm;verb
513,stereofoni,Lydgjengivelse som gir romfølelse,obskur;bm;subst
514,tidvassbelte,Område i fjæra som tidevannet skyller over,obskur;bm;subst
515,ytterbium,"Svært mykt, metallisk grunnstoff med atomnummer 70",obskur;bm;subst
516,follikkel,I anatomi: liten sekk- eller blæreformet dannelse i kroppen,obskur;bm;subst
517,smeiken,"Kjælen, innsmigrende",obskur;bm;adj
518,dveil,Bunt av kluter eller lignende på et skaft til å vaske med på skip,obskur;bm;subst
519,oppsiing,"Det å heve eller si opp en avtale, en kontrakt eller lignende",obskur;bm;subst
520,klungret,"Om tre: forkrøplet, knudrete",obskur;bm;adj
521,viksk,"I språkvitenskap: som gjelder dialektene i Østfold, Vestfold og Sørøst-Telemark",obskur;bm;adj
522,storkonvall,Plante i aspargesfamilie,obskur;bm;subst
523,stratifisere,Dele i noenlunde ensartede klasser,obskur;bm;verb
524,konurbasjon,Gruppe av byer som vokser sammen,obskur;bm;subst
525,infleksibel,Som ikke bøyer eller tilpasser seg lett,obskur;bm;adj
526,slavesjel,Feig og underkuet person,obskur;bm;subst
527,briljantin,"Tettvevd, glansfullt stoff",obskur;bm;subst
528,bjekso,Høy lærstøvel med oppbøyd tupp foran,obskur;bm;subst
529,tropisme,"Vekstbevegelse hos plante(organ) i en retning som er bestemt av ytre påvirkning, for eksempel lys",obskur;bm;subst
530,gauksmesse,Merkedag først i mai på den tiden gjøken kommer tilbake,obskur;bm;subst
531,rimtusse,I norrøn mytologi: jotun som levde mot nord i is og snø,obskur;bm;subst
532,ertog,Mynt- og vektenhet i Norden i middelalderen,obskur;bm;subst
533,samnavn,"Betegnelse for en gruppe av ting, vesener eller begreper",obskur;bm;subst
534,kamgras,Flerårig gressart med kamformede småaks,obskur;bm;subst
535,translitterere,Omskrive fra ett alfabet til et annet,obskur;bm;verb
536,ukjure,"Usømmelig, rå person",obskur;bm;subst
537,initialord,Ord som består av andre ords første bokstav eller stavelse,obskur;bm;subst
538,tremor,Ukontrollert rykning i muskel,obskur;bm;subst
539,pontifikal,Som gjelder biskop eller pave,obskur;bm;adj
540,heldagspost,Stilling der en arbeider full arbeidsdag,obskur;bm;subst
541,velin,"Fint, pergamentlignende papir",obskur;bm;subst
542,paddemark,Urent farvann med båer og skjær,obskur;bm;subst
543,kjerringkjeft,Redskap til å bende eller drive noe inn med,obskur;bm;subst
544,snavle,Snakke på en utydelig måte,obskur;bm;verb
545,formumme,Gjøre ugjenkjennelig,obskur;bm;verb
546,steinnype,"Busk i rosefamilie med lange, hengende grener og hvite eller røde blomster",obskur;bm;subst
547,molestere,"La lide overlast, gjøre skade på, ødelegge",obskur;bm;verb
548,edisjon,"Utgave, opplag av en bok",obskur;bm;subst
549,gaume,"Akte, anse, legge merke til",obskur;bm;verb
550,agraff,I arkitektur: sluttstein,obskur;bm;subst
551,daunesle,Plante i leppeblomstfamilie med hvite blomster,obskur;bm;subst
552,tremulant,I språkvitenskap: vibrant,obskur;bm;subst
553,hassium,Kunstig framstilt radioaktivt grunnstoff med atomnummer 108,obskur;bm;subst
554,gardkonge,Stort tre som står i et gjerde,obskur;bm;subst
555,pulder,Sprut etter noe som synker i vann,obskur;bm;subst
557,taksperre,Bjelke som står på skrå mellom mønet og langveggen i et hus,obskur;bm;subst
558,insularskrift,Alfabet som i middelalderen ble utviklet i Irland av det latinske alfabetet og var i bruk i England (og Norge),obskur;bm;subst
559,endoterm,I kjemi: som absorberer varme,obskur;bm;adj
560,rejeksjon,Det at en organisme avviser et transplantert organ,obskur;bm;subst
561,frikativ,Språklyd som uttales ved at luftstrømmen passerer en innsnevring i munnhulen og lager en vislelyd,obskur;bm;subst
562,semipermeabel,Halvt gjennomtrengelig,obskur;bm;adj
563,ekserpere,"Finne utdrag eller sitat fra bok, dokument eller lignende",obskur;bm;verb
564,presskake,"Restprodukt ved utvinning av planteolje, brukt som dyrefôr",obskur;bm;subst
565,hektograf,Om eldre forhold: apparat til å lage mange kopier av skrift og tegninger,obskur;bm;subst
566,flerovium,Kunstig framstilt radioaktivt grunnstoff med atomnummer 114,obskur;bm;subst
567,hyperonym,Ord for et mer omfattende begrep i forhold til en finere inndeling,obskur;bm;subst
568,plitt,"Lite, lukket rom forut eller akterut i båt",obskur;bm;subst
569,dietyleter,"Klar, svært brennbar væske som blant annet brukes som løsemiddel og til å gi narkose",obskur;bm;subst
570,ottes,Kjenne uro eller engstelse,obskur;bm;verb
571,demisjonere,Eldre betegnelse for å gå frivillig fra regjeringspost eller annet embete,obskur;bm;verb
572,benefice,Teaterforestilling der overskuddet går til en som er knyttet til teateret,obskur;bm;subst
573,skavkniv,Liten høvel med håndtak på hver side,obskur;bm;subst
574,stiple,Merke av eller markere med korte streker,obskur;bm;verb
575,rukkola,Salatsennep brukt som salat eller krydder,obskur;bm;subst
576,nakkestikk,Knute som blir brukt for å feste et tau til en krok,obskur;bm;subst
577,granulasjonsvev,I medisin: rødt vev i bunnen av et sår,obskur;bm;subst
578,kostved,60 eller 90 cm lang ved som er kløyvd på midten,obskur;bm;subst
579,isoterm,Som foregår ved konstant temperatur,obskur;bm;adj
580,hundegras,"Flerårig, bladrik gressplante som vokser i tette tuer",obskur;bm;subst
581,polysem,Ord med flere betydninger som kan utledes av samme grunnbetydning,obskur;bm;subst
582,asterisk,"Tegnet *, ofte brukt til å trunkere digitale søk",obskur;bm;subst
583,lodje,"Om eldre forhold: russisk elve- og kystfartøy, blant annet brukt av pomor",obskur;bm;subst
584,futilitet,Intetsigende bemerkning,obskur;bm;subst
585,xantippe,"Kranglevoren, gift kvinne",obskur;bm;subst
586,sorbe,Dessert laget av halvfrossen saft av frukt eller bær,obskur;bm;subst
587,naturalisasjon,Det at en utlending gis borgerrett,obskur;bm;subst
588,tjelde,"Om eldre forhold: dekke med teppe, forheng eller lignende",obskur;bm;verb
589,permutere,"Ordne eller bytte om på elementene i en gruppe, for eksempel enheter i en rekke",obskur;bm;verb
590,armhole,"Hule, grop under skulderledd",obskur;bm;subst
591,volumeter,Apparat til å måle rominnhold av pulvermengder med,obskur;bm;subst
592,varmelist,"Smal, veggfast panelovn",obskur;bm;subst
593,solmisasjon,"Det å synge toner med bestemte stavelser, som do-re-mi osv.",obskur;bm;subst
594,storhjelm,"Flerårig, giftig plante i soleiefamilie, med mørkeblå blomster",obskur;bm;subst
595,papisteri,Brukt nedsettende om den romersk-katolske tro og lære,obskur;bm;subst
596,lysboge,"Intens, bueformet flamme av elektrisitet mellom to elektrode",obskur;bm;subst
597,asymptote,I geometri: rett linje som en kurve nærmer seg uten noen gang å falle sammen med den,obskur;bm;subst
598,trusbror,Mann med samme religiøse tro,obskur;bm;subst
599,agglomerasjon,Område med sammenhengende tettbebyggelse,obskur;bm;subst
600,pontifeks,Medlem av det øverste prestekollegiet i det gamle Roma,obskur;bm;subst
601,presbyter,Menighetsforstander i oldkirken,obskur;bm;subst
602,seise,"I sjømannsspråk: binde fast, surre",obskur;bm;verb
603,aposiopese,Retorisk figur der en setning blir avbrutt slik at en må tenke seg til resten,obskur;bm;subst
604,myrsig,Mindre myr som det siger vann fra,obskur;bm;subst
605,sommerrug,Rug som høstes samme år som den er sådd,obskur;bm;subst
606,cesur,"I metrikk: pause, hvilepunkt inne i en (lengre) verselinje",obskur;bm;subst
607,anemofil,Som bestøves ved vinden,obskur;bm;adj
608,holmur,Mur som består av to vange med hulrom mellom,obskur;bm;subst
609,ensilere,Konservere ferskt gress og andre plantevekster til fôr ved å la surne,obskur;bm;verb
610,skydrag,Bevegelse i skyene av vinden,obskur;bm;subst
611,knavel,Slekt i nellikfamilie,obskur;bm;subst
612,spilkum,Liten bolle eller skål,obskur;bm;subst
613,sparagmitt,Sandstein rik på feltspat,obskur;bm;subst
614,gemeinslig,"Liketil, likefram, gemyttlig",obskur;bm;adj
615,barde,"Hos visse hvalarter: trekantete, frynsete hornplater som erstatter tenner og virker som en sil",obskur;bm;subst
616,guernseyfe,"Spedbygd, gulbrun melkekurase",obskur;bm;subst
617,eufonisk,"Vellyd, for vellydens skyld",obskur;bm;adj
618,botnlinje,Sted i regnskap som viser det økonomiske resultatet,obskur;bm;subst
619,vevskei,"Lang, smal ramme som en trær renningstrådene til en vev gjennom",obskur;bm;subst
620,arawak,"Søramerikansk språk hovedsakelig brukt i Venezuela, Guyana, Surinam og Fransk Guyana",obskur;bm;subst
621,haugta,Om underjordiske: ta eller lokke (folk) inn til seg,obskur;bm;verb
622,tilfar,Løse tiljer eller tofter i en båt,obskur;bm;subst
623,grunnslo,"Snor som går langs sjøbunnen, og som har tynne snører med angler festet til seg",obskur;bm;subst
624,lovkvad,Om norrøne forhold: hyllingsdikt til en framstående person,obskur;bm;subst
625,bortebuer,"Elev, student som ikke bor hos foreldrene under studiene",obskur;bm;subst
626,dissimilere,I fysiologi: bryte ned stoffer i en organisme,obskur;bm;verb
627,infiltrat,I medisin: celler eller blodvæske som har trengt inn i organ eller vev,obskur;bm;subst
628,fjerdestand,I Frankrike på 1800-tallet: samfunnsklasse av eiendomsløse arbeidere,obskur;bm;subst
629,avers,Framside av en mynt eller medalje,obskur;bm;subst
630,offerte,Tilbud om salg av vare med pristibud,obskur;bm;subst
631,lorje,"Stygt, ustelt fartøy",obskur;bm;subst
632,draugkyss,"Sår på leppene, i munnvikene eller inne i munnen",obskur;bm;subst
633,dobbeltbotn,Noe som kan tolkes på to måter,obskur;bm;subst
634,viskos,"Om væske: seig, tyktflytende",obskur;bm;adj
635,nottung,"Eldre hulmål, ¹⁄₃ skjeppe (ca. 6 l)",obskur;bm;subst
636,kapotast,Klemme som festes på tvers av gripebrett på strengeinstrumenter,obskur;bm;subst
637,nygrad,Eldre betegnelse for gon,obskur;bm;subst
638,ballist,Gresk-romersk kastemaskin,obskur;bm;subst
639,takymeter,Landmålerinstrument til hurtig måling av avstander og høydeforskjeller,obskur;bm;subst
640,monofoni,Lydgjengivelse via én kanal,obskur;bm;subst
641,rugle,Liten bulk eller hump,obskur;bm;subst
642,lutetium,Sjeldent metallisk grunnstoff med atomnummer 71,obskur;bm;subst
643,brekalv,Stykke som løsner fra en isbre,obskur;bm;subst
644,sjeviot,Britisk sauerase innført i Norge i 1850-årene,obskur;bm;subst
645,denotere,Angi et språklig uttrykks referanse i den virkelige verden,obskur;bm;verb
646,stoltsere,Oppføre seg hovmodig,obskur;bm;verb
647,utlodde,I jus: fordele i lott eller parter,obskur;bm;verb
648,avtrekkshette,"Innretning med vifte, særlig over komfyr, til å fjerne matos",obskur;bm;subst
649,psykrometer,Instrument til å måle fuktigheten i luft med,obskur;bm;subst
650,teodice,Filosofisk verk eller lære som hevder at Gud er god og rettferdig trass i all lidelse og urett i verden,obskur;bm;subst
651,sonant,"Språklyd som kan danne en stavelse alene, eller er kjernen i en stavelse",obskur;bm;subst
652,kontoid,I fonetikk: språklyd med konsonantisk artikulasjon,obskur;bm;subst
653,relegere,Bortvise fra skole eller universitet,obskur;bm;verb
654,avkledingsrom,"Rom til å kle av seg i (ved bad, gymnastikksal og lignende)",obskur;bm;subst
655,sanforisere,Gjøre vevde stoffer (av bomull) krympefrie med å presse dem mens de er våte,obskur;bm;verb
657,skarifisere,"Gjøre snitt i hud, frøskall eller lignende",obskur;bm;verb
658,prebende,Om eldre forhold: inntekt av kirkelig jordegods lagt til et alter i en domkirke,obskur;bm;subst
659,bakskut,Bakerste rommet i eller bakerste enden på en båt,obskur;bm;subst
660,latinersegl,Trekantet seil brukt i Middelhavet,obskur;bm;subst
661,stereografi,Det å avtegne tredimensjonale figurer på plan flate,obskur;bm;subst
662,skarifikator,Eldre kirurgisk instrument til å gjøre snitt i huden med,obskur;bm;subst
663,poppartist,Person som framfører popmusikk,obskur;bm;subst
664,vakuumere,Pakke i lufttett emballasje med undertrykk,obskur;bm;verb
665,skottarm,I håndball: arm som en skyte med,obskur;bm;subst
666,isomorf,Som har lik struktur eller utseende,obskur;bm;adj
667,veltefjel,Plate på plog som snur den løsnede jorda mot den ene siden,obskur;bm;subst
668,heksakord,I middelaldermusikk: skala på seks toner,obskur;bm;subst
669,isobat,Linje på kart gjennom steder på havbunnen som ligger på samme dybde,obskur;bm;subst
670,sublimat,Kvikksølvforbindelse brukt som desinfeksjonsmiddel eller antiseptisk middel,obskur;bm;subst
671,helheim,I norrøn mytologi: dødsrike,obskur;bm;subst
672,forkim,Første stadium i utviklingen hos sporeplante,obskur;bm;subst
673,kollodium,Løsning av cellulosenitrat i en blanding av eter og alkohol,obskur;bm;subst
674,skraklet,Som er i dårlig stand,obskur;bm;adj
675,laggband,Bånd på trekar oppe eller nede,obskur;bm;subst
676,sifferur,Kvartsur som viser tiden med sifre i stedet for visere,obskur;bm;subst
677,optometer,Instrument til å måle synsevnen,obskur;bm;subst
678,underarmsskott,Skudd i håndball der en kaster med albuen pekende inn mot kroppen,obskur;bm;subst
679,vaisenhus,Hjem for foreldreløse barn,obskur;bm;subst
680,graduale,I Den norske kirke etter 1925: prestens messebok (ikke brukt etter innføringen av ny liturgi),obskur;bm;subst
681,kammerduk,"Tett, fint lerret av lin eller bomull",obskur;bm;subst
682,brotsj,"Stangformet redskap til å lage eller utvide hull med, særlig i metall",obskur;bm;subst
683,sjursmesse,(gammelt navn på) 23. desember,obskur;bm;subst
684,supprimere,Hindre offentliggjøring av,obskur;bm;verb
685,portiko,"Hovedinngang med overbygg båret av søyler, vanlig i hellensk og nyklassisk arkitektur",obskur;bm;subst
686,firklang,"Akkord av grunntone, ters, kvint og septim",obskur;bm;subst
687,prekentone,"Messende, monoton måte å snakke på",obskur;bm;subst
688,lispund,"Gammel vektenhet, i middelalderen fra 6 til 9 kilogram, senere ca. 8 kilogram",obskur;bm;subst
689,fuselolje,Biprodukt ved framstilling av alkohol,obskur;bm;subst
690,hiatus,I språkvitenskap: sammenstøt av to vokaler som ikke danner diftong,obskur;bm;subst
691,etterhevning,Heving av gjærdeig mellom utbaking og steking,obskur;bm;subst
692,utskyllet,Som er ført med av rennende væske,obskur;bm;adj
693,dyffel,Tykt ullstoff med halvlang lo,obskur;bm;subst
694,viming,Det å fare hit og dit i en forvirret tilstand,obskur;bm;subst
695,signifikativ,Som er et klart uttrykk for noe,obskur;bm;adj
696,pleonastisk,Om språklig uttrykk: som gjentar samme meningsinnhold med ett eller flere overflødige ord,obskur;bm;adj
697,gardsrom,"Lite område omgitt av bygninger, murer eller gjerder",obskur;bm;subst
698,dissosiere,Kløyve molekyl(grupper) i atom(grupper) eller ioner,obskur;bm;verb
699,transendent,I matematikk: ikke algebraisk,obskur;bm;adj
700,vesikkel,Liten (luft- eller væskefylt) blære,obskur;bm;subst
701,durksy,Binde sammen binnsåle og yttersåle på sko ved gjennomsying,obskur;bm;verb
702,katekumen,I oldkirken: person som ble undervist i den kristne lære før han eller hun fikk motta dåpen,obskur;bm;subst
703,gudsjarati,Indoiransk språk hovedsakelig brukt i det nordvestlige India,obskur;bm;subst
704,kalfatre,Tette fartøy med drev og bek,obskur;bm;verb
705,paternosterverk,Endeløst transportbånd med skovler eller lignende som flytter fast eller flytende masse,obskur;bm;subst
706,emneknagg,"Ord eller vending med tegnet # som innledning, brukt til å gruppere meldinger i sosialt medium",obskur;bm;subst
707,forskut,Forreste rom i en båt,obskur;bm;subst
708,tesaurus,"Ordsamling over alle ordene i et fag, en tekst eller en tekstsamling",obskur;bm;subst
709,balutsji,"Indoiransk språk hovedsakelig brukt i Iran, Pakistan og Afghanistan",obskur;bm;subst
710,antocyan,Fargestoff i blomster og bær som varierer fra rødt til blått,obskur;bm;subst
711,pandoraeske,Gjenstand eller situasjon som bringer problemer og ulykker,obskur;bm;subst
712,agglomerat,I geologi: bergart som består av vulkanske blokker bundet sammen av finere materiale,obskur;bm;subst
713,xantom,"Ufarlig, gul knute i huden",obskur;bm;subst
714,friholt,Rund bjelke på skipsreling som tar imot støt når skipet legger til kai,obskur;bm;subst
715,epifytt,Plante som vokser på en annen plante uten å snylte,obskur;bm;subst
716,kaveringsmann,Forlover,obskur;bm;kort;subst
717,tjatre,Prate uformelt,obskur;bm;kort;verb
719,akkedas,Trette,obskur;bm;kort;subst
720,spong,Beslag,obskur;bm;kort;subst
722,seinferdig,Treg,obskur;bm;kort;adj
723,sukkel,Det å sukle,obskur;bm;kort;subst
724,skottdag,29. februar,obskur;bm;kort;subst
725,skjelme,Sette belg,obskur;bm;kort;verb
726,vavre,Være i bevegelse,obskur;bm;kort;verb
727,vanhedre,Føre skam over,obskur;bm;kort;verb
728,ombot,"Forbedring, reform",obskur;bm;kort;subst
729,franskbrennevin,Konjakk,obskur;bm;kort;subst
730,kjeske,Godbit,obskur;bm;kort;subst
731,overilelse,For stor iver,obskur;bm;kort;subst
732,anmasselse,Overgrep,obskur;bm;kort;subst
733,polyvalent,I kjemi: flerverdig,obskur;bm;kort;adj
734,kippskodd,Barbeint i skoene,obskur;bm;kort;adj
735,numerus,Tall,obskur;bm;kort;subst
736,spjert,Fjong liten fyr,obskur;bm;kort;subst
737,feitladen,Temmelig fet,obskur;bm;kort;adj
738,fauke,"Sykdomsanfall, ri",obskur;bm;kort;subst
739,jassifisere,Arrangere som jazz,obskur;bm;kort;verb
